Total Bed Capacity,ICU Availability,Number of Medical Specialties,Key Specialty Presence,CT or MRI available,Specialist Doctor Count,Emergency & Trauma Services,Teaching / Tertiary Status,Hospital Name,Has_Cardiac,Has_Multi-specialty,Has_General,Has_Neuro,Has_Cancer,Bed_to_Doctor_Ratio,Specialty_Density,Capacity_Score,Equipment_Score,Service_Score,Readiness_Score
797,1,28,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,133,1,1,Elm Street Medical Facility,1,1,1,1,1,5.947761194029851,0.03508771929824561,0.996,2,2,1.4854666666666667
555,1,26,"Cardiac, General, Multi-specialty",1,93,1,1,Clearwater Healthcare Center,1,1,1,0,0,5.904255319148936,0.046762589928057555,0.6733333333333333,2,2,1.3753333333333333
421,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,82,1,1,Saint Northview Healthcare Facility,1,1,1,1,1,5.072289156626506,0.06872037914691943,0.49466666666666664,2,2,1.3417333333333334
123,0,5,"Cancer, Cardiac, Multi-specialty",1,13,0,0,Central Unity Medical Facility,1,1,0,0,1,8.785714285714286,0.04032258064516129,0.09733333333333333,1,0,0.3625333333333333
58,1,7,"General, Multi-specialty",0,9,1,0,Blue Ridge Healthcare Healthcare Center,0,1,1,0,0,5.8,0.11864406779661017,0.010666666666666666,1,1,0.5498666666666666
386,1,14,"Cancer, Cardiac",1,54,0,0,Metro Emergency Healthcare Facility,1,0,0,0,1,7.0181818181818185,0.03617571059431524,0.448,2,0,0.8277333333333333
180,1,16,"Cancer, Multi-specialty, Neuro",1,20,1,0,Birchwood Hospital,0,1,0,1,1,8.571428571428571,0.08839779005524862,0.17333333333333334,2,1,0.9586666666666668
125,0,9,General,1,11,1,0,Downtown Medical Center,0,0,1,0,0,10.416666666666666,0.07142857142857142,0.1,1,1,0.5900000000000001
586,1,22,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,97,1,0,Mercy Parkview Healthcare Center,1,1,1,1,1,5.979591836734694,0.03747870528109029,0.7146666666666667,2,1,1.1610666666666667
688,1,27,"Cardiac, General, Multi-specialty",1,115,1,1,Third Emergency Medical Facility,1,1,1,0,0,5.931034482758621,0.03918722786647315,0.8506666666666667,2,2,1.4351999999999998
259,1,30,"Cardiac, General, Multi-specialty, Neuro",1,47,1,1,Stonebridge Medical Hospital,1,1,1,1,0,5.395833333333333,0.11538461538461539,0.2786666666666667,2,2,1.2836
72,0,5,"Cardiac, Multi-specialty",0,9,1,0,Greenfield General Healthcare Facility 1,1,1,0,0,0,7.2,0.0684931506849315,0.029333333333333333,0,1,0.24213333333333334
118,1,5,"Cardiac, General, Neuro",1,12,0,0,Golden Gate Health Center 1,1,0,1,1,0,9.076923076923077,0.04201680672268908,0.09066666666666667,2,0,0.6605333333333333
800,1,25,"Cancer, Cardiac, Multi-specialty, Neuro",1,127,1,0,Bayview Medical Complex 1,1,1,0,1,1,6.25,0.031210986267166042,1.0,2,1,1.2666666666666666
400,0,20,"Cardiac, Multi-specialty, Neuro",1,63,1,0,Saint Silverlake Healthcare Facility,1,1,0,1,0,6.25,0.04987531172069826,0.4666666666666667,1,1,0.7733333333333332
766,1,24,"Cancer, Cardiac, Multi-specialty",1,147,1,1,Fourth Emergency Medical Complex,1,1,0,0,1,5.175675675675675,0.03129074315514994,0.9546666666666667,2,2,1.4464000000000001
417,1,34,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,108,1,1,Clearwater Mercy Health System,1,1,1,1,1,3.8256880733944953,0.08133971291866028,0.48933333333333334,2,2,1.3734666666666664
90,1,6,Cancer,0,9,0,0,Lakeside Mercy Hospital,0,0,0,0,1,9.0,0.06593406593406594,0.05333333333333334,1,0,0.356
365,1,22,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,73,0,1,Fairview Healthcare Facility 1,1,1,1,1,1,4.9324324324324325,0.060109289617486336,0.42,2,1,1.0726666666666667
204,1,19,"Cancer, Multi-specialty, Neuro",0,22,1,0,Westside Medical Facility,0,1,0,1,1,8.869565217391305,0.09268292682926829,0.20533333333333334,1,1,0.6882666666666667
161,1,15,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,18,0,0,Hope Bayview Healthcare Facility,1,1,1,1,1,8.473684210526315,0.09259259259259259,0.148,2,0,0.7444
210,1,12,"Cancer, Cardiac, Neuro",1,30,0,0,Fifth Emergency Medical Facility,1,0,0,1,1,6.774193548387097,0.05687203791469194,0.21333333333333335,2,0,0.744
106,0,7,Multi-specialty,1,10,1,0,Downtown Medical Health System,0,1,0,0,0,9.636363636363637,0.06542056074766354,0.07466666666666667,1,1,0.5690666666666666
346,1,17,"Cancer, Cardiac, Multi-specialty, Neuro",0,47,0,0,Downtown General Medical Facility,1,1,0,1,1,7.208333333333333,0.04899135446685879,0.39466666666666667,1,0,0.5317333333333334
714,1,28,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,96,1,0,Maple Grove Health System,1,1,1,1,1,7.360824742268041,0.039160839160839164,0.8853333333333333,2,1,1.2522666666666666
92,1,11,Neuro,1,10,1,0,Riverside Healthcare Center 1,0,0,0,1,0,8.363636363636363,0.11827956989247312,0.056,2,1,0.8901333333333333
589,1,31,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,110,1,1,Saint Sunset Clinic,1,1,1,1,1,5.306306306306307,0.05254237288135593,0.7186666666666667,2,2,1.4222666666666668
64,0,10,"Cancer, Multi-specialty",1,10,1,0,Central General Medical Center,0,1,0,0,1,5.818181818181818,0.15384615384615385,0.018666666666666668,1,1,0.5722666666666667
427,1,26,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,67,1,1,Blue Ridge Regional Healthcare Facility,1,1,1,1,1,6.279411764705882,0.06074766355140187,0.5026666666666667,2,2,1.3241333333333334
300,0,20,"General, Multi-specialty, Neuro",1,34,1,0,Southside Regional Healthcare Center,0,1,1,1,0,8.571428571428571,0.0664451827242525,0.3333333333333333,1,1,0.7333333333333333
309,1,14,"Cancer, Multi-specialty",1,38,1,0,Northview Health System 1,0,1,0,0,1,7.923076923076923,0.04516129032258064,0.3453333333333333,2,1,0.9969333333333333
234,1,21,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,48,0,1,Ridgeview Health System,1,1,1,1,1,4.775510204081633,0.08936170212765958,0.24533333333333332,2,1,1.0135999999999998
264,1,19,"Multi-specialty, Neuro",1,48,1,1,Saint Lakeside Medical Complex,0,1,0,1,0,5.387755102040816,0.07169811320754717,0.2853333333333333,2,2,1.2122666666666666
54,0,8,"Cardiac, General, Multi-specialty",1,9,1,0,Main Unity Medical Center,1,1,1,0,0,5.4,0.14545454545454545,0.005333333333333333,1,1,0.5549333333333334
624,1,30,"Cancer, General, Multi-specialty, Neuro",1,131,1,1,Silverlake Grace Healthcare Center,0,1,1,1,1,4.7272727272727275,0.048,0.7653333333333333,2,2,1.4296
57,1,9,"General, Neuro",0,9,1,0,Greenfield Memorial Hospital,0,0,1,1,0,5.7,0.15517241379310345,0.009333333333333334,1,1,0.5628
361,1,10,"Cancer, Cardiac, Multi-specialty",1,47,1,0,Bridgeport Hospital,1,1,0,0,1,7.520833333333333,0.027624309392265192,0.4146666666666667,2,1,0.9910666666666665
116,1,8,"Cancer, Cardiac",1,14,0,0,Brighton Healthcare Center 1,1,0,0,0,1,7.733333333333333,0.06837606837606838,0.088,2,0,0.6797333333333333
50,0,7,"General, Multi-specialty, Neuro",1,9,0,0,Saint Northview Health Center,0,1,1,1,0,5.0,0.13725490196078433,0.0,1,0,0.3466666666666667
377,1,23,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,71,0,1,Primary Medical Medical Complex,1,1,1,1,1,5.236111111111111,0.06084656084656084,0.436,2,1,1.0841333333333334
84,0,9,Neuro,1,9,1,0,Cedar Heights Regional Healthcare Facility,0,0,0,1,0,8.4,0.10588235294117647,0.04533333333333334,1,1,0.5736000000000001
224,1,10,"Cardiac, General, Neuro",1,23,1,0,Meadowview Saint Medical Complex,1,0,1,1,0,9.333333333333334,0.044444444444444446,0.232,2,1,0.9362666666666666
320,1,20,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,45,0,0,Regional Healthcare Facility,1,1,1,1,1,6.956521739130435,0.06230529595015576,0.36,2,0,0.8413333333333333
85,1,9,"Cardiac, General, Neuro",1,9,0,0,Midtown Health Center,1,0,1,1,0,8.5,0.10465116279069768,0.04666666666666667,2,0,0.6739999999999999
764,1,27,"Cardiac, General, Multi-specialty, Neuro",1,127,1,0,Saint Meadowview Medical Center,1,1,1,1,0,5.96875,0.03529411764705882,0.952,2,1,1.2655999999999998
201,1,15,"Cardiac, Multi-specialty",1,30,1,0,Central Mercy Medical Complex 1,1,1,0,0,0,6.483870967741935,0.07425742574257425,0.20133333333333334,2,1,0.9604
256,0,17,"Cancer, Cardiac",1,31,1,0,Westend Healthcare Healthcare Center,1,0,0,0,1,8.0,0.06614785992217899,0.27466666666666667,1,1,0.6957333333333333
240,1,18,"Cardiac, General, Multi-specialty, Neuro",1,28,1,0,Meadowview Regional Medical Facility,1,1,1,1,0,8.275862068965518,0.07468879668049792,0.25333333333333335,2,1,0.9959999999999999
120,1,12,"Cardiac, Neuro",1,16,1,0,Pinecrest Medical Facility,1,0,0,1,0,7.0588235294117645,0.09917355371900827,0.09333333333333334,2,1,0.9080000000000001
274,0,17,"Cancer, Multi-specialty, Neuro",1,43,1,0,Westside Medical Facility 1,0,1,0,1,1,6.2272727272727275,0.06181818181818182,0.2986666666666667,1,1,0.7029333333333334
345,1,16,"General, Multi-specialty, Neuro",1,49,1,0,Memorial Southside Medical Center,0,1,1,1,0,6.9,0.046242774566473986,0.3933333333333333,2,1,1.0246666666666666
67,0,6,"Cardiac, General, Multi-specialty",1,9,1,0,Third Faith Hospital,1,1,1,0,0,6.7,0.08823529411764706,0.02266666666666667,1,1,0.5468
241,1,19,"Cardiac, General",1,47,1,1,Northview Emergency Medical Center,1,0,1,0,0,5.020833333333333,0.07851239669421488,0.25466666666666665,2,2,1.2030666666666667
141,0,10,"Cardiac, Neuro",0,20,0,0,Meadowview Hope Health System,1,0,0,1,0,6.714285714285714,0.07042253521126761,0.12133333333333333,0,0,0.10306666666666667
525,1,29,"Cardiac, General, Multi-specialty, Neuro",1,115,1,1,Clearwater Health System,1,1,1,1,0,4.525862068965517,0.055133079847908745,0.6333333333333333,2,2,1.3833333333333333
89,1,6,Neuro,1,9,1,0,Downtown Medical Center 1,0,0,0,1,0,8.9,0.06666666666666667,0.052,2,1,0.8555999999999999
145,1,7,"Cancer, General, Neuro",1,16,1,0,Grace Ridgeview Healthcare Center,0,0,1,1,1,8.529411764705882,0.04794520547945205,0.12666666666666668,2,1,0.8846666666666667
104,1,7,"Cancer, Cardiac",1,10,1,0,Primary Memorial Healthcare Facility,1,0,0,0,1,9.454545454545455,0.06666666666666667,0.072,2,1,0.8682666666666665
94,0,10,"Cancer, General, Neuro",0,13,0,0,Stonebridge Saint Medical Facility,0,0,1,1,1,6.714285714285714,0.10526315789473684,0.058666666666666666,0,0,0.08426666666666666
598,1,31,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,139,1,1,Greenfield Grace Healthcare Center,1,1,1,1,1,4.271428571428571,0.05175292153589316,0.7306666666666667,2,2,1.4258666666666666
52,1,21,"Cancer, Cardiac, Multi-specialty, Neuro",1,12,1,1,University Hospital,1,1,0,1,1,4.0,0.39622641509433965,0.0026666666666666666,2,2,1.1407999999999998
483,1,35,"General, Multi-specialty, Neuro",1,99,1,0,Silverlake Health Center,0,1,1,1,0,4.83,0.07231404958677685,0.5773333333333334,2,1,1.2065333333333335
201,1,12,"General, Multi-specialty",1,29,1,0,Mercy Stonebridge Clinic,0,1,1,0,0,6.7,0.0594059405940594,0.20133333333333334,2,1,0.9404000000000001
110,0,11,"General, Multi-specialty, Neuro",0,15,1,0,Primary Regional Healthcare Facility,0,1,1,1,0,6.875,0.0990990990990991,0.08,0,1,0.29733333333333334
293,1,23,"Cardiac, Multi-specialty, Neuro",1,64,1,1,Greenwood Trauma Medical Complex,1,1,0,1,0,4.507692307692308,0.0782312925170068,0.324,2,2,1.2505333333333333
50,1,6,Neuro,1,9,0,0,Fairview General Health Center,0,0,0,1,0,5.0,0.11764705882352941,0.0,2,0,0.64
96,0,10,Cancer,0,13,1,0,Clearwater Hospital 1,0,0,0,0,1,6.857142857142857,0.10309278350515463,0.06133333333333333,0,1,0.2850666666666667
130,1,12,General,1,15,0,0,Hillcrest Medical Complex 1,0,0,1,0,0,8.125,0.0916030534351145,0.10666666666666667,2,0,0.712
144,0,6,"Cancer, General",1,17,1,0,Saint Brookside Medical Center,0,0,1,0,1,8.0,0.041379310344827586,0.12533333333333332,1,1,0.5776000000000001
303,1,20,"Cardiac, General, Neuro",1,40,0,0,Central Regional Medical Complex,1,0,1,1,0,7.390243902439025,0.06578947368421052,0.3373333333333333,2,0,0.8345333333333332
111,1,19,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,16,1,1,Parkview Saint Medical Center,1,1,1,1,1,6.529411764705882,0.16964285714285715,0.08133333333333333,2,2,1.1510666666666667
698,1,28,"Cancer, Cardiac, Multi-specialty, Neuro",1,157,1,1,Brighton Community Clinic,1,1,0,1,1,4.417721518987341,0.04005722460658083,0.864,2,2,1.4458666666666666
166,1,12,"General, Multi-specialty, Neuro",1,23,1,0,Silverlake Medical Complex 1,0,1,1,1,0,6.916666666666667,0.0718562874251497,0.15466666666666667,2,1,0.9264000000000001
120,1,7,"Cancer, Cardiac",0,13,1,0,Eastend Healthcare Center,1,0,0,0,1,8.571428571428571,0.05785123966942149,0.09333333333333334,1,1,0.5746666666666667
103,1,12,"Cancer, Cardiac",1,13,0,0,Memorial Southside Healthcare Center,1,0,0,0,1,7.357142857142857,0.11538461538461539,0.07066666666666667,2,0,0.7012
100,1,6,"General, Multi-specialty, Neuro",1,11,1,0,Main Mercy Clinic,0,1,1,1,0,8.333333333333334,0.0594059405940594,0.06666666666666667,2,1,0.8600000000000001
429,1,35,"Cancer, General, Multi-specialty, Neuro",1,72,1,0,Silverlake Medical Hospital,0,1,1,1,1,5.876712328767123,0.08139534883720931,0.5053333333333333,2,1,1.1849333333333334
131,1,6,Cancer,1,12,1,0,Springfield Saint Medical Center,0,0,0,0,1,10.076923076923077,0.045454545454545456,0.108,2,1,0.8724000000000001
768,1,30,"Cancer, Cardiac, Multi-specialty",1,179,0,1,Greenwood Healthcare Facility 1 2,1,1,0,0,1,4.266666666666667,0.03901170351105332,0.9573333333333334,2,1,1.2872
166,1,15,"General, Multi-specialty, Neuro",1,20,1,0,Brookside Medical Center,0,1,1,1,0,7.904761904761905,0.08982035928143713,0.15466666666666667,2,1,0.9464
665,1,20,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,110,1,0,Saint Fairview Medical Facility,1,1,1,1,1,5.990990990990991,0.03003003003003003,0.82,2,1,1.1793333333333333
372,1,15,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,47,1,0,Fifth Emergency Hospital,1,1,1,1,1,7.75,0.040214477211796246,0.42933333333333334,2,1,1.0288000000000002
146,1,9,"Cardiac, General, Multi-specialty",1,16,0,0,Northview Unity Health System,1,1,1,0,0,8.588235294117647,0.061224489795918366,0.128,2,0,0.6983999999999999
121,1,7,"Cancer, Neuro",1,14,1,0,Northview Healthcare Healthcare Center,0,0,0,1,1,8.066666666666666,0.05737704918032787,0.09466666666666666,2,1,0.8750666666666667
145,1,7,Neuro,0,17,1,0,Springfield Clinic 1 2 3,0,0,0,1,0,8.055555555555555,0.04794520547945205,0.12666666666666668,1,1,0.5846666666666667
384,1,19,"Cancer, General, Multi-specialty",0,43,1,0,Midtown Medical Complex,0,1,1,0,1,8.727272727272727,0.04935064935064935,0.44533333333333336,1,1,0.7602666666666666
363,1,18,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,45,1,0,Memorial Westside Health System,1,1,1,1,1,7.891304347826087,0.04945054945054945,0.41733333333333333,2,1,1.0452
262,1,18,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,40,1,0,Third Saint Health System,1,1,1,1,1,6.390243902439025,0.06844106463878327,0.2826666666666667,2,1,1.0048
250,0,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,35,1,0,Redwood Hope Hospital,1,1,1,1,1,6.944444444444445,0.06374501992031872,0.26666666666666666,1,1,0.6866666666666668
71,0,8,"Cancer, General",1,9,1,0,Eastend Hope Medical Facility,0,0,1,0,1,7.1,0.1111111111111111,0.028,1,1,0.5617333333333333
60,1,12,"General, Neuro",1,10,1,0,Central Medical Facility 1 2,0,0,1,1,0,5.454545454545454,0.19672131147540983,0.013333333333333334,2,1,0.8840000000000001
169,1,13,"Cardiac, General",0,21,1,0,Downtown Healthcare Center 1,1,0,1,0,0,7.681818181818182,0.07647058823529412,0.15866666666666668,1,1,0.6342666666666668
259,1,10,Multi-specialty,1,33,1,0,Mercy Brookside Medical Facility,0,1,0,0,0,7.617647058823529,0.038461538461538464,0.2786666666666667,2,1,0.9502666666666666
142,1,11,"Cancer, Multi-specialty",1,16,1,0,Central Medical Medical Facility,0,1,0,0,1,8.352941176470589,0.07692307692307693,0.12266666666666666,2,1,0.9101333333333333
96,1,12,Cancer,1,10,0,0,White Oak Hope Health System,0,0,0,0,1,8.727272727272727,0.12371134020618557,0.06133333333333333,2,0,0.6983999999999999
131,0,10,"Cancer, General, Neuro",1,13,0,0,Brighton Healthcare Healthcare Center,0,0,1,1,1,9.357142857142858,0.07575757575757576,0.108,1,0,0.3990666666666666
236,1,25,"Cancer, Cardiac, Multi-specialty, Neuro",1,37,1,1,Hillcrest Clinic,1,1,0,1,1,6.2105263157894735,0.10548523206751055,0.248,2,2,1.2410666666666668
51,1,10,"Cardiac, General",1,10,1,0,Central Medical Complex,1,0,1,0,0,4.636363636363637,0.19230769230769232,0.0013333333333333333,2,1,0.8670666666666667
352,1,13,"General, Multi-specialty, Neuro",1,41,1,0,Grace Brookside Medical Complex 1,0,1,1,1,0,8.380952380952381,0.036827195467422094,0.4026666666666667,2,1,1.0074666666666667
408,1,34,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,82,1,1,First Saint Health Center 1,1,1,1,1,1,4.9156626506024095,0.08312958435207823,0.47733333333333333,2,2,1.3698666666666668
385,1,19,"Cancer, Cardiac, Multi-specialty, Neuro",1,61,1,0,University Healthcare Health System,1,1,0,1,1,6.209677419354839,0.04922279792746114,0.44666666666666666,2,1,1.0606666666666666
181,1,15,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,27,1,0,Harborview Unity Health System,1,1,1,1,1,6.464285714285714,0.08241758241758242,0.17466666666666666,2,1,0.9524
55,0,12,"Cancer, General",1,10,1,0,Northside Health System,0,0,1,0,1,5.0,0.21428571428571427,0.006666666666666667,1,1,0.5820000000000001
646,1,33,"Cancer, Cardiac, Multi-specialty, Neuro",1,132,1,1,Sunset Health System,1,1,0,1,1,4.857142857142857,0.05100463678516229,0.7946666666666666,2,2,1.4584
64,1,29,"Cardiac, General, Multi-specialty, Neuro",1,13,1,1,Mercy Greenfield Medical Facility,1,1,1,1,0,4.571428571428571,0.4461538461538462,0.018666666666666668,2,2,1.1989333333333334
88,1,9,"Cancer, Cardiac, Multi-specialty",1,9,1,0,Central Grace Healthcare Center 1,1,1,0,0,1,8.8,0.10112359550561797,0.050666666666666665,2,1,0.8752
55,0,12,Neuro,0,10,0,0,Sunset Emergency Clinic 1,0,0,0,1,0,5.0,0.21428571428571427,0.006666666666666667,0,0,0.08200000000000002
142,0,7,"Cancer, Cardiac, Multi-specialty",0,14,1,0,Brighton Mercy Healthcare Center,1,1,0,0,1,9.466666666666667,0.04895104895104895,0.12266666666666666,0,1,0.2834666666666667
56,1,11,"Cancer, General, Neuro",1,10,1,0,White Oak Health System,0,0,1,1,1,5.090909090909091,0.19298245614035087,0.008,2,1,0.8757333333333334
135,0,10,Cancer,0,15,1,0,Stonebridge Medical Complex,0,0,0,0,1,8.4375,0.07352941176470588,0.11333333333333333,0,1,0.3006666666666667
64,1,12,"Cancer, Multi-specialty",1,10,1,0,Saint Downtown Healthcare Facility 1,0,1,0,0,1,5.818181818181818,0.18461538461538463,0.018666666666666668,2,1,0.8856000000000002
433,1,24,"Cancer, Cardiac, Multi-specialty, Neuro",1,85,1,1,Fourth Medical Health System,1,1,0,1,1,5.034883720930233,0.055299539170506916,0.5106666666666667,2,2,1.3132000000000001
745,1,29,"Cancer, Cardiac, General, Multi-specialty",1,139,1,1,Sunrise Memorial Health Center,1,1,1,0,1,5.321428571428571,0.0388739946380697,0.9266666666666666,2,2,1.4713333333333334
303,1,13,"Cancer, Neuro",1,36,1,0,Greenwood Mercy Medical Center,0,0,0,1,1,8.18918918918919,0.04276315789473684,0.3373333333333333,2,1,0.9878666666666667
353,1,26,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,56,1,1,Sunset Medical Complex 1 2,1,1,1,1,1,6.192982456140351,0.07344632768361582,0.404,2,2,1.2945333333333333
129,0,11,Cancer,0,17,1,0,Uptown Medical Complex 1 2 3,0,0,0,0,1,7.166666666666667,0.08461538461538462,0.10533333333333333,0,1,0.30493333333333333
69,1,11,"Cardiac, General, Multi-specialty",1,10,1,0,Memorial Parkview Healthcare Facility,1,1,1,0,0,6.2727272727272725,0.15714285714285714,0.025333333333333333,2,1,0.8809333333333335
503,1,35,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,106,1,0,First Medical Health System,1,1,1,1,1,4.700934579439252,0.06944444444444445,0.604,2,1,1.2145333333333335
53,1,6,"Cancer, Neuro",1,9,1,0,Riverside General Medical Complex,0,0,0,1,1,5.3,0.1111111111111111,0.004,2,1,0.8412
288,1,22,"Cancer, General, Multi-specialty",1,48,1,1,Eastend Grace Healthcare Center,0,1,1,0,1,5.877551020408164,0.07612456747404844,0.31733333333333336,2,2,1.241866666666667
211,0,10,Cardiac,1,21,1,0,Brighton Health Center 1,1,0,0,0,0,9.590909090909092,0.04716981132075472,0.21466666666666667,1,1,0.6310666666666667
480,1,34,"Cancer, Cardiac, General, Multi-specialty",1,88,1,1,Highland Clinic,1,1,1,0,1,5.393258426966292,0.07068607068607069,0.5733333333333334,2,2,1.3986666666666667
705,1,28,"Cardiac, General, Multi-specialty, Neuro",1,130,1,1,Saint Midtown Healthcare Center,1,1,1,1,0,5.3816793893129775,0.039660056657223795,0.8733333333333333,2,2,1.4486666666666668
82,0,9,"Cancer, Multi-specialty, Neuro",1,9,0,0,Second Medical Medical Complex 1,0,1,0,1,1,8.2,0.10843373493975904,0.042666666666666665,1,0,0.37279999999999996
736,1,35,"Cancer, Cardiac, General, Multi-specialty",1,177,1,1,Coastal Faith Medical Complex,1,1,1,0,1,4.134831460674158,0.04748982360922659,0.9146666666666666,2,2,1.5077333333333334
77,0,5,Cardiac,1,9,1,0,Oakwood Hope Medical Facility,1,0,0,0,0,7.7,0.0641025641025641,0.036,1,1,0.5441333333333332
236,1,12,Neuro,1,27,1,0,Fairview Medical Complex,0,0,0,1,0,8.428571428571429,0.05063291139240506,0.248,2,1,0.9544000000000001
92,0,9,"General, Multi-specialty, Neuro",1,12,1,0,Southside Health Center,0,1,1,1,0,7.076923076923077,0.0967741935483871,0.056,1,1,0.5768
60,1,10,"General, Neuro",1,10,1,0,Grace Central Medical Complex,0,0,1,1,0,5.454545454545454,0.16393442622950818,0.013333333333333334,2,1,0.8706666666666667
229,1,15,"Cancer, General, Multi-specialty, Neuro",1,31,1,0,Third Grace Medical Complex,0,1,1,1,1,7.15625,0.06521739130434782,0.23866666666666667,2,1,0.9715999999999999
108,0,8,"Cancer, Cardiac, Neuro",1,12,1,0,Silverlake Healthcare Hospital,1,0,0,1,1,8.307692307692308,0.07339449541284404,0.07733333333333334,1,1,0.5765333333333333
768,1,30,"Cancer, Cardiac, Neuro",1,154,1,1,Midtown Trauma Medical Facility,1,0,0,1,1,4.95483870967742,0.03901170351105332,0.9573333333333334,2,2,1.4871999999999999
157,1,10,Cancer,1,20,1,0,City Healthcare Facility,0,0,0,0,1,7.476190476190476,0.06329113924050633,0.14266666666666666,2,1,0.9094666666666666
240,1,29,"Cancer, Multi-specialty, Neuro",1,52,1,1,Riverside Healthcare Center 1 2,0,1,0,1,1,4.528301886792453,0.12033195020746888,0.25333333333333335,2,2,1.2693333333333334
318,1,27,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,58,1,1,Memorial Parkview Medical Complex,1,1,1,1,1,5.389830508474576,0.08463949843260188,0.35733333333333334,2,2,1.2872
198,1,22,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,38,1,1,Second General Health System,1,1,1,1,1,5.076923076923077,0.11055276381909548,0.19733333333333333,2,2,1.2058666666666669
372,1,12,"Cancer, General",0,42,1,0,Greenwood Faith Health Center,0,0,1,0,1,8.651162790697674,0.032171581769437,0.42933333333333334,1,1,0.7088000000000001
536,1,21,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,71,1,0,Highland Saint Medical Complex,1,1,1,1,1,7.444444444444445,0.03910614525139665,0.648,2,1,1.1343999999999999
146,0,8,"Cancer, General, Multi-specialty",1,17,1,0,Central Medical Facility 1 2 3,0,1,1,0,1,8.11111111111111,0.05442176870748299,0.128,1,1,0.5917333333333333
472,1,27,"Cancer, Cardiac, General, Neuro",1,68,1,0,Midtown Healthcare Center 1,1,0,1,1,1,6.840579710144928,0.05708245243128964,0.5626666666666666,2,1,1.1487999999999998
783,1,28,"Cancer, Cardiac, General, Multi-specialty",1,171,1,1,Memorial Springfield Medical Facility,1,1,1,0,1,4.5523255813953485,0.03571428571428571,0.9773333333333334,2,2,1.4798666666666669
57,1,11,"Cancer, Multi-specialty",1,10,1,0,Central Trauma Health Center,0,1,0,0,1,5.181818181818182,0.1896551724137931,0.009333333333333334,2,1,0.8761333333333333
236,1,26,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,54,0,1,Valley Saint Health Center,1,1,1,1,1,4.290909090909091,0.10970464135021098,0.248,2,1,1.0477333333333334
116,1,7,"Cardiac, Multi-specialty, Neuro",1,12,1,0,Uptown Healthcare Medical Center,1,1,0,1,0,8.923076923076923,0.05982905982905983,0.088,2,1,0.8730666666666667
387,1,14,General,1,42,1,0,Eastside Healthcare Center,0,0,1,0,0,9.0,0.03608247422680412,0.4493333333333333,2,1,1.0281333333333331
77,1,7,"Cancer, Neuro",1,9,1,0,Metro Health System,0,0,0,1,1,7.7,0.08974358974358974,0.036,2,1,0.8574666666666666
591,1,26,"Cardiac, General, Multi-specialty, Neuro",1,93,1,1,Grace Clearwater Health Center,1,1,1,1,0,6.287234042553192,0.04391891891891892,0.7213333333333334,2,2,1.3897333333333335
344,1,10,General,1,46,1,0,Primary Mercy Healthcare Facility,0,0,1,0,0,7.319148936170213,0.028985507246376812,0.392,2,1,0.9842666666666666
318,1,11,"Cardiac, General, Multi-specialty",1,37,1,0,Westside Saint Clinic,1,1,1,0,0,8.368421052631579,0.034482758620689655,0.35733333333333334,2,1,0.9805333333333334
98,0,11,"Cancer, Multi-specialty",1,10,1,0,Southside Medical Healthcare Facility,0,1,0,0,1,8.909090909090908,0.1111111111111111,0.064,1,1,0.5925333333333334
199,1,17,"Cancer, General",1,25,1,0,Central Healthcare Facility 1 2,0,0,1,0,1,7.653846153846154,0.085,0.19866666666666666,2,1,0.9729333333333332
67,1,7,"Cancer, General",1,9,0,0,Springfield Medical Center 1 2,0,0,1,0,1,6.7,0.10294117647058823,0.02266666666666667,2,0,0.6534666666666666
108,0,6,"Cancer, Multi-specialty, Neuro",1,11,1,0,Mercy Ridgeview Health Center,0,1,0,1,1,9.0,0.05504587155963303,0.07733333333333334,1,1,0.5632
